time_input,IPTG_pre,aTc_pre,Var4,Var5
0,1,0,0.8,20
1,1,0,0.8,20
2,1,0,0.8,20
3,1,0,0.8,20
4,1,0,0.8,20
5,1,0,0.8,20
6,1,0,0.8,20
7,1,0,0.8,20
8,1,0,0.8,20
9,1,0,0.8,20
10,1,0,0.8,20
11,1,0,0.8,20
12,1,0,0.8,20
13,1,0,0.8,20
14,1,0,0.8,20
15,1,0,0.8,20
16,1,0,0.8,20
17,1,0,0.8,20
18,1,0,0.8,20
19,1,0,0.8,20
20,1,0,0.8,20
21,1,0,0.8,20
22,1,0,0.8,20
23,1,0,0.8,20
24,1,0,0.8,20
25,1,0,0.8,20
26,1,0,0.8,20
27,1,0,0.8,20
28,1,0,0.8,20
29,1,0,0.8,20
30,1,0,0.8,20
31,1,0,0.8,20
32,1,0,0.8,20
33,1,0,0.8,20
34,1,0,0.8,20
35,1,0,0.8,20
36,1,0,0.8,20
37,1,0,0.8,20
38,1,0,0.8,20
39,1,0,0.8,20
40,1,0,0.8,20
41,1,0,0.8,20
42,1,0,0.8,20
43,1,0,0.8,20
44,1,0,0.8,20
45,1,0,0.8,20
46,1,0,0.8,20
47,1,0,0.8,20
48,1,0,0.8,20
49,1,0,0.8,20
50,1,0,0.8,20
51,1,0,0.8,20
52,1,0,0.8,20
53,1,0,0.8,20
54,1,0,0.8,20
55,1,0,0.8,20
56,1,0,0.8,20
57,1,0,0.8,20
58,1,0,0.8,20
59,1,0,0.8,20
60,1,0,0.8,20
61,1,0,0.8,20
62,1,0,0.8,20
63,1,0,0.8,20
64,1,0,0.8,20
65,1,0,0.8,20
66,1,0,0.8,20
67,1,0,0.8,20
68,1,0,0.8,20
69,1,0,0.8,20
70,1,0,0.8,20
71,1,0,0.8,20
72,1,0,0.8,20
73,1,0,0.8,20
74,1,0,0.8,20
75,1,0,0.8,20
76,1,0,0.8,20
77,1,0,0.8,20
78,1,0,0.8,20
79,1,0,0.8,20
80,1,0,0.8,20
81,1,0,0.8,20
82,1,0,0.8,20
83,1,0,0.8,20
84,1,0,0.8,20
85,1,0,0.8,20
86,1,0,0.8,20
87,1,0,0.8,20
88,1,0,0.8,20
89,1,0,0.8,20
90,1,0,0.8,20
91,1,0,0.8,20
92,1,0,0.8,20
93,1,0,0.8,20
94,1,0,0.8,20
95,1,0,0.8,20
96,1,0,0.8,20
97,1,0,0.8,20
98,1,0,0.8,20
99,1,0,0.8,20
100,1,0,0.8,20
101,1,0,0.8,20
102,1,0,0.8,20
103,1,0,0.8,20
104,1,0,0.8,20
105,1,0,0.8,20
106,1,0,0.8,20
107,1,0,0.8,20
108,1,0,0.8,20
109,1,0,0.8,20
110,1,0,0.8,20
111,1,0,0.8,20
112,1,0,0.8,20
113,1,0,0.8,20
114,1,0,0.8,20
115,1,0,0.8,20
116,1,0,0.8,20
117,1,0,0.8,20
118,1,0,0.8,20
119,1,0,0.8,20
120,1,0,0.8,20
121,1,0,0.8,20
122,1,0,0.8,20
123,1,0,0.8,20
124,1,0,0.8,20
125,1,0,0.8,20
126,1,0,0.8,20
127,1,0,0.8,20
128,1,0,0.8,20
129,1,0,0.8,20
130,1,0,0.8,20
131,1,0,0.8,20
132,1,0,0.8,20
133,1,0,0.8,20
134,1,0,0.8,20
135,1,0,0.8,20
136,1,0,0.8,20
137,1,0,0.8,20
138,1,0,0.8,20
139,1,0,0.8,20
140,1,0,0.8,20
141,1,0,0.8,20
142,1,0,0.8,20
143,1,0,0.8,20
144,1,0,0.8,20
145,1,0,0.8,20
146,1,0,0.8,20
147,1,0,0.8,20
148,1,0,0.8,20
149,1,0,0.8,20
150,1,0,0.8,20
151,1,0,0.8,20
152,1,0,0.8,20
153,1,0,0.8,20
154,1,0,0.8,20
155,1,0,0.8,20
156,1,0,0.8,20
157,1,0,0.8,20
158,1,0,0.8,20
159,1,0,0.8,20
160,1,0,0.8,20
161,1,0,0.8,20
162,1,0,0.8,20
163,1,0,0.8,20
164,1,0,0.8,20
165,1,0,0.8,20
166,1,0,0.8,20
167,1,0,0.8,20
168,1,0,0.8,20
169,1,0,0.8,20
170,1,0,0.8,20
171,1,0,0.8,20
172,1,0,0.8,20
173,1,0,0.8,20
174,1,0,0.8,20
175,1,0,0.8,20
176,1,0,0.8,20
177,1,0,0.8,20
178,1,0,0.8,20
179,1,0,0.25,75
180,1,0,0.25,75
181,1,0,0.25,75
182,1,0,0.25,75
183,1,0,0.25,75
184,1,0,0.25,75
185,1,0,0.25,75
186,1,0,0.25,75
187,1,0,0.25,75
188,1,0,0.25,75
189,1,0,0.25,75
190,1,0,0.25,75
191,1,0,0.25,75
192,1,0,0.25,75
193,1,0,0.25,75
194,1,0,0.25,75
195,1,0,0.25,75
196,1,0,0.25,75
197,1,0,0.25,75
198,1,0,0.25,75
199,1,0,0.25,75
200,1,0,0.25,75
201,1,0,0.25,75
202,1,0,0.25,75
203,1,0,0.25,75
204,1,0,0.25,75
205,1,0,0.25,75
206,1,0,0.25,75
207,1,0,0.25,75
208,1,0,0.25,75
209,1,0,0.25,75
210,1,0,0.25,75
211,1,0,0.25,75
212,1,0,0.25,75
213,1,0,0.25,75
214,1,0,0.25,75
215,1,0,0.25,75
216,1,0,0.25,75
217,1,0,0.25,75
218,1,0,0.25,75
219,1,0,0.25,75
220,1,0,0.25,75
221,1,0,0.25,75
222,1,0,0.25,75
223,1,0,0.25,75
224,1,0,0.25,75
225,1,0,0.25,75
226,1,0,0.25,75
227,1,0,0.25,75
228,1,0,0.25,75
229,1,0,0.25,75
230,1,0,0.25,75
231,1,0,0.25,75
232,1,0,0.25,75
233,1,0,0.25,75
234,1,0,0.25,75
235,1,0,0.25,75
236,1,0,0.25,75
237,1,0,0.25,75
238,1,0,0.25,75
239,1,0,0.25,75
240,1,0,0.25,75
241,1,0,0.25,75
242,1,0,0.25,75
243,1,0,0.25,75
244,1,0,0.25,75
245,1,0,0.25,75
246,1,0,0.25,75
247,1,0,0.25,75
248,1,0,0.25,75
249,1,0,0.25,75
250,1,0,0.25,75
251,1,0,0.25,75
252,1,0,0.25,75
253,1,0,0.25,75
254,1,0,0.25,75
255,1,0,0.25,75
256,1,0,0.25,75
257,1,0,0.25,75
258,1,0,0.25,75
259,1,0,0.25,75
260,1,0,0.25,75
261,1,0,0.25,75
262,1,0,0.25,75
263,1,0,0.25,75
264,1,0,0.25,75
265,1,0,0.25,75
266,1,0,0.25,75
267,1,0,0.25,75
268,1,0,0.25,75
269,1,0,0.25,75
270,1,0,0.25,75
271,1,0,0.25,75
272,1,0,0.25,75
273,1,0,0.25,75
274,1,0,0.25,75
275,1,0,0.25,75
276,1,0,0.25,75
277,1,0,0.25,75
278,1,0,0.25,75
279,1,0,0.25,75
280,1,0,0.25,75
281,1,0,0.25,75
282,1,0,0.25,75
283,1,0,0.25,75
284,1,0,0.25,75
285,1,0,0.25,75
286,1,0,0.25,75
287,1,0,0.25,75
288,1,0,0.25,75
289,1,0,0.25,75
290,1,0,0.25,75
291,1,0,0.25,75
292,1,0,0.25,75
293,1,0,0.25,75
294,1,0,0.25,75
295,1,0,0.25,75
296,1,0,0.25,75
297,1,0,0.25,75
298,1,0,0.25,75
299,1,0,0.25,75
300,1,0,0.25,75
301,1,0,0.25,75
302,1,0,0.25,75
303,1,0,0.25,75
304,1,0,0.25,75
305,1,0,0.25,75
306,1,0,0.25,75
307,1,0,0.25,75
308,1,0,0.25,75
309,1,0,0.25,75
310,1,0,0.25,75
311,1,0,0.25,75
312,1,0,0.25,75
313,1,0,0.25,75
314,1,0,0.25,75
315,1,0,0.25,75
316,1,0,0.25,75
317,1,0,0.25,75
318,1,0,0.25,75
319,1,0,0.25,75
320,1,0,0.25,75
321,1,0,0.25,75
322,1,0,0.25,75
323,1,0,0.25,75
324,1,0,0.25,75
325,1,0,0.25,75
326,1,0,0.25,75
327,1,0,0.25,75
328,1,0,0.25,75
329,1,0,0.25,75
330,1,0,0.25,75
331,1,0,0.25,75
332,1,0,0.25,75
333,1,0,0.25,75
334,1,0,0.25,75
335,1,0,0.25,75
336,1,0,0.25,75
337,1,0,0.25,75
338,1,0,0.25,75
339,1,0,0.25,75
340,1,0,0.25,75
341,1,0,0.25,75
342,1,0,0.25,75
343,1,0,0.25,75
344,1,0,0.25,75
345,1,0,0.25,75
346,1,0,0.25,75
347,1,0,0.25,75
348,1,0,0.25,75
349,1,0,0.25,75
350,1,0,0.25,75
351,1,0,0.25,75
352,1,0,0.25,75
353,1,0,0.25,75
354,1,0,0.25,75
355,1,0,0.25,75
356,1,0,0.25,75
357,1,0,0.25,75
358,1,0,0.25,75
359,1,0,0.25,75
360,1,0,0.25,75
361,1,0,0.25,75
362,1,0,0.25,75
363,1,0,0.25,75
364,1,0,0.25,75
365,1,0,0.25,75
366,1,0,0.25,75
367,1,0,0.25,75
368,1,0,0.25,75
369,1,0,0.25,75
370,1,0,0.25,75
371,1,0,0.25,75
372,1,0,0.25,75
373,1,0,0.25,75
374,1,0,0.25,75
375,1,0,0.25,75
376,1,0,0.25,75
377,1,0,0.25,75
378,1,0,0.25,75
379,1,0,0.25,75
380,1,0,0.25,75
381,1,0,0.25,75
382,1,0,0.25,75
383,1,0,0.25,75
384,1,0,0.25,75
385,1,0,0.25,75
386,1,0,0.25,75
387,1,0,0.25,75
388,1,0,0.25,75
389,1,0,0.25,75
390,1,0,0.25,75
391,1,0,0.25,75
392,1,0,0.25,75
393,1,0,0.25,75
394,1,0,0.25,75
395,1,0,0.25,75
396,1,0,0.25,75
397,1,0,0.25,75
398,1,0,0.25,75
399,1,0,0.25,75
400,1,0,0.25,75
401,1,0,0.25,75
402,1,0,0.25,75
403,1,0,0.25,75
404,1,0,0.25,75
405,1,0,0.25,75
406,1,0,0.25,75
407,1,0,0.25,75
408,1,0,0.25,75
409,1,0,0.25,75
410,1,0,0.25,75
411,1,0,0.25,75
412,1,0,0.25,75
413,1,0,0.25,75
414,1,0,0.25,75
415,1,0,0.25,75
416,1,0,0.25,75
417,1,0,0.25,75
418,1,0,0.25,75
419,1,0,0.25,75
420,1,0,0.25,75
421,1,0,0.25,75
422,1,0,0.25,75
423,1,0,0.25,75
424,1,0,0.25,75
425,1,0,0.25,75
426,1,0,0.25,75
427,1,0,0.25,75
428,1,0,0.25,75
429,1,0,0.25,75
430,1,0,0.25,75
431,1,0,0.25,75
432,1,0,0.25,75
433,1,0,0.25,75
434,1,0,0.25,75
435,1,0,0.25,75
436,1,0,0.25,75
437,1,0,0.25,75
438,1,0,0.25,75
439,1,0,0.25,75
440,1,0,0.25,75
441,1,0,0.25,75
442,1,0,0.25,75
443,1,0,0.25,75
444,1,0,0.25,75
445,1,0,0.25,75
446,1,0,0.25,75
447,1,0,0.25,75
448,1,0,0.25,75
449,1,0,0.25,75
450,1,0,0.25,75
451,1,0,0.25,75
452,1,0,0.25,75
453,1,0,0.25,75
454,1,0,0.25,75
455,1,0,0.25,75
456,1,0,0.25,75
457,1,0,0.25,75
458,1,0,0.25,75
459,1,0,0.25,75
460,1,0,0.25,75
461,1,0,0.25,75
462,1,0,0.25,75
463,1,0,0.25,75
464,1,0,0.25,75
465,1,0,0.25,75
466,1,0,0.25,75
467,1,0,0.25,75
468,1,0,0.25,75
469,1,0,0.25,75
470,1,0,0.25,75
471,1,0,0.25,75
472,1,0,0.25,75
473,1,0,0.25,75
474,1,0,0.25,75
475,1,0,0.25,75
476,1,0,0.25,75
477,1,0,0.25,75
478,1,0,0.25,75
479,1,0,0.25,75
480,1,0,0.25,75
481,1,0,0.25,75
482,1,0,0.25,75
483,1,0,0.25,75
484,1,0,0.25,75
485,1,0,0.25,75
486,1,0,0.25,75
487,1,0,0.25,75
488,1,0,0.25,75
489,1,0,0.25,75
490,1,0,0.25,75
491,1,0,0.25,75
492,1,0,0.25,75
493,1,0,0.25,75
494,1,0,0.25,75
495,1,0,0.25,75
496,1,0,0.25,75
497,1,0,0.25,75
498,1,0,0.25,75
499,1,0,0.25,75
500,1,0,0.25,75
501,1,0,0.25,75
502,1,0,0.25,75
503,1,0,0.25,75
504,1,0,0.25,75
505,1,0,0.25,75
506,1,0,0.25,75
507,1,0,0.25,75
508,1,0,0.25,75
509,1,0,0.25,75
510,1,0,0.25,75
511,1,0,0.25,75
512,1,0,0.25,75
513,1,0,0.25,75
514,1,0,0.25,75
515,1,0,0.25,75
516,1,0,0.25,75
517,1,0,0.25,75
518,1,0,0.25,75
519,1,0,0.25,75
520,1,0,0.25,75
521,1,0,0.25,75
522,1,0,0.25,75
523,1,0,0.25,75
524,1,0,0.25,75
525,1,0,0.25,75
526,1,0,0.25,75
527,1,0,0.25,75
528,1,0,0.25,75
529,1,0,0.25,75
530,1,0,0.25,75
531,1,0,0.25,75
532,1,0,0.25,75
533,1,0,0.25,75
534,1,0,0.25,75
535,1,0,0.25,75
536,1,0,0.25,75
537,1,0,0.25,75
538,1,0,0.25,75
539,1,0,0.25,20
540,1,0,0.25,20
541,1,0,0.25,20
542,1,0,0.25,20
543,1,0,0.25,20
544,1,0,0.25,20
545,1,0,0.25,20
546,1,0,0.25,20
547,1,0,0.25,20
548,1,0,0.25,20
549,1,0,0.25,20
550,1,0,0.25,20
551,1,0,0.25,20
552,1,0,0.25,20
553,1,0,0.25,20
554,1,0,0.25,20
555,1,0,0.25,20
556,1,0,0.25,20
557,1,0,0.25,20
558,1,0,0.25,20
559,1,0,0.25,20
560,1,0,0.25,20
561,1,0,0.25,20
562,1,0,0.25,20
563,1,0,0.25,20
564,1,0,0.25,20
565,1,0,0.25,20
566,1,0,0.25,20
567,1,0,0.25,20
568,1,0,0.25,20
569,1,0,0.25,20
570,1,0,0.25,20
571,1,0,0.25,20
572,1,0,0.25,20
573,1,0,0.25,20
574,1,0,0.25,20
575,1,0,0.25,20
576,1,0,0.25,20
577,1,0,0.25,20
578,1,0,0.25,20
579,1,0,0.25,20
580,1,0,0.25,20
581,1,0,0.25,20
582,1,0,0.25,20
583,1,0,0.25,20
584,1,0,0.25,20
585,1,0,0.25,20
586,1,0,0.25,20
587,1,0,0.25,20
588,1,0,0.25,20
589,1,0,0.25,20
590,1,0,0.25,20
591,1,0,0.25,20
592,1,0,0.25,20
593,1,0,0.25,20
594,1,0,0.25,20
595,1,0,0.25,20
596,1,0,0.25,20
597,1,0,0.25,20
598,1,0,0.25,20
599,1,0,0.25,20
600,1,0,0.25,20
601,1,0,0.25,20
602,1,0,0.25,20
603,1,0,0.25,20
604,1,0,0.25,20
605,1,0,0.25,20
606,1,0,0.25,20
607,1,0,0.25,20
608,1,0,0.25,20
609,1,0,0.25,20
610,1,0,0.25,20
611,1,0,0.25,20
612,1,0,0.25,20
613,1,0,0.25,20
614,1,0,0.25,20
615,1,0,0.25,20
616,1,0,0.25,20
617,1,0,0.25,20
618,1,0,0.25,20
619,1,0,0.25,20
620,1,0,0.25,20
621,1,0,0.25,20
622,1,0,0.25,20
623,1,0,0.25,20
624,1,0,0.25,20
625,1,0,0.25,20
626,1,0,0.25,20
627,1,0,0.25,20
628,1,0,0.25,20
629,1,0,0.25,20
630,1,0,0.25,20
631,1,0,0.25,20
632,1,0,0.25,20
633,1,0,0.25,20
634,1,0,0.25,20
635,1,0,0.25,20
636,1,0,0.25,20
637,1,0,0.25,20
638,1,0,0.25,20
639,1,0,0.25,20
640,1,0,0.25,20
641,1,0,0.25,20
642,1,0,0.25,20
643,1,0,0.25,20
644,1,0,0.25,20
645,1,0,0.25,20
646,1,0,0.25,20
647,1,0,0.25,20
648,1,0,0.25,20
649,1,0,0.25,20
650,1,0,0.25,20
651,1,0,0.25,20
652,1,0,0.25,20
653,1,0,0.25,20
654,1,0,0.25,20
655,1,0,0.25,20
656,1,0,0.25,20
657,1,0,0.25,20
658,1,0,0.25,20
659,1,0,0.25,20
660,1,0,0.25,20
661,1,0,0.25,20
662,1,0,0.25,20
663,1,0,0.25,20
664,1,0,0.25,20
665,1,0,0.25,20
666,1,0,0.25,20
667,1,0,0.25,20
668,1,0,0.25,20
669,1,0,0.25,20
670,1,0,0.25,20
671,1,0,0.25,20
672,1,0,0.25,20
673,1,0,0.25,20
674,1,0,0.25,20
675,1,0,0.25,20
676,1,0,0.25,20
677,1,0,0.25,20
678,1,0,0.25,20
679,1,0,0.25,20
680,1,0,0.25,20
681,1,0,0.25,20
682,1,0,0.25,20
683,1,0,0.25,20
684,1,0,0.25,20
685,1,0,0.25,20
686,1,0,0.25,20
687,1,0,0.25,20
688,1,0,0.25,20
689,1,0,0.25,20
690,1,0,0.25,20
691,1,0,0.25,20
692,1,0,0.25,20
693,1,0,0.25,20
694,1,0,0.25,20
695,1,0,0.25,20
696,1,0,0.25,20
697,1,0,0.25,20
698,1,0,0.25,20
699,1,0,0.25,20
700,1,0,0.25,20
701,1,0,0.25,20
702,1,0,0.25,20
703,1,0,0.25,20
704,1,0,0.25,20
705,1,0,0.25,20
706,1,0,0.25,20
707,1,0,0.25,20
708,1,0,0.25,20
709,1,0,0.25,20
710,1,0,0.25,20
711,1,0,0.25,20
712,1,0,0.25,20
713,1,0,0.25,20
714,1,0,0.25,20
715,1,0,0.25,20
716,1,0,0.25,20
717,1,0,0.25,20
718,1,0,0.25,20
719,1,0,0.25,20
720,1,0,0.25,20
721,1,0,0.25,20
722,1,0,0.25,20
723,1,0,0.25,20
724,1,0,0.25,20
725,1,0,0.25,20
726,1,0,0.25,20
727,1,0,0.25,20
728,1,0,0.25,20
729,1,0,0.25,20
730,1,0,0.25,20
731,1,0,0.25,20
732,1,0,0.25,20
733,1,0,0.25,20
734,1,0,0.25,20
735,1,0,0.25,20
736,1,0,0.25,20
737,1,0,0.25,20
738,1,0,0.25,20
739,1,0,0.25,20
740,1,0,0.25,20
741,1,0,0.25,20
742,1,0,0.25,20
743,1,0,0.25,20
744,1,0,0.25,20
745,1,0,0.25,20
746,1,0,0.25,20
747,1,0,0.25,20
748,1,0,0.25,20
749,1,0,0.25,20
750,1,0,0.25,20
751,1,0,0.25,20
752,1,0,0.25,20
753,1,0,0.25,20
754,1,0,0.25,20
755,1,0,0.25,20
756,1,0,0.25,20
757,1,0,0.25,20
758,1,0,0.25,20
759,1,0,0.25,20
760,1,0,0.25,20
761,1,0,0.25,20
762,1,0,0.25,20
763,1,0,0.25,20
764,1,0,0.25,20
765,1,0,0.25,20
766,1,0,0.25,20
767,1,0,0.25,20
768,1,0,0.25,20
769,1,0,0.25,20
770,1,0,0.25,20
771,1,0,0.25,20
772,1,0,0.25,20
773,1,0,0.25,20
774,1,0,0.25,20
775,1,0,0.25,20
776,1,0,0.25,20
777,1,0,0.25,20
778,1,0,0.25,20
779,1,0,0.25,20
780,1,0,0.25,20
781,1,0,0.25,20
782,1,0,0.25,20
783,1,0,0.25,20
784,1,0,0.25,20
785,1,0,0.25,20
786,1,0,0.25,20
787,1,0,0.25,20
788,1,0,0.25,20
789,1,0,0.25,20
790,1,0,0.25,20
791,1,0,0.25,20
792,1,0,0.25,20
793,1,0,0.25,20
794,1,0,0.25,20
795,1,0,0.25,20
796,1,0,0.25,20
797,1,0,0.25,20
798,1,0,0.25,20
799,1,0,0.25,20
800,1,0,0.25,20
801,1,0,0.25,20
802,1,0,0.25,20
803,1,0,0.25,20
804,1,0,0.25,20
805,1,0,0.25,20
806,1,0,0.25,20
807,1,0,0.25,20
808,1,0,0.25,20
809,1,0,0.25,20
810,1,0,0.25,20
811,1,0,0.25,20
812,1,0,0.25,20
813,1,0,0.25,20
814,1,0,0.25,20
815,1,0,0.25,20
816,1,0,0.25,20
817,1,0,0.25,20
818,1,0,0.25,20
819,1,0,0.25,20
820,1,0,0.25,20
821,1,0,0.25,20
822,1,0,0.25,20
823,1,0,0.25,20
824,1,0,0.25,20
825,1,0,0.25,20
826,1,0,0.25,20
827,1,0,0.25,20
828,1,0,0.25,20
829,1,0,0.25,20
830,1,0,0.25,20
831,1,0,0.25,20
832,1,0,0.25,20
833,1,0,0.25,20
834,1,0,0.25,20
835,1,0,0.25,20
836,1,0,0.25,20
837,1,0,0.25,20
838,1,0,0.25,20
839,1,0,0.25,20
840,1,0,0.25,20
841,1,0,0.25,20
842,1,0,0.25,20
843,1,0,0.25,20
844,1,0,0.25,20
845,1,0,0.25,20
846,1,0,0.25,20
847,1,0,0.25,20
848,1,0,0.25,20
849,1,0,0.25,20
850,1,0,0.25,20
851,1,0,0.25,20
852,1,0,0.25,20
853,1,0,0.25,20
854,1,0,0.25,20
855,1,0,0.25,20
856,1,0,0.25,20
857,1,0,0.25,20
858,1,0,0.25,20
859,1,0,0.25,20
860,1,0,0.25,20
861,1,0,0.25,20
862,1,0,0.25,20
863,1,0,0.25,20
864,1,0,0.25,20
865,1,0,0.25,20
866,1,0,0.25,20
867,1,0,0.25,20
868,1,0,0.25,20
869,1,0,0.25,20
870,1,0,0.25,20
871,1,0,0.25,20
872,1,0,0.25,20
873,1,0,0.25,20
874,1,0,0.25,20
875,1,0,0.25,20
876,1,0,0.25,20
877,1,0,0.25,20
878,1,0,0.25,20
879,1,0,0.25,20
880,1,0,0.25,20
881,1,0,0.25,20
882,1,0,0.25,20
883,1,0,0.25,20
884,1,0,0.25,20
885,1,0,0.25,20
886,1,0,0.25,20
887,1,0,0.25,20
888,1,0,0.25,20
889,1,0,0.25,20
890,1,0,0.25,20
891,1,0,0.25,20
892,1,0,0.25,20
893,1,0,0.25,20
894,1,0,0.25,20
895,1,0,0.25,20
896,1,0,0.25,20
897,1,0,0.25,20
898,1,0,0.25,20
899,1,0,0.25,20
900,1,0,0.25,20
